"Symbol","Description","Local Symbol","IPO Date","Category1","Category2","Category3","GICS Sector","ISIN","SEDOL","Market Cap","Currency","Actions"
"JT:4917","Mandom Corporation","4917","11/28/1988","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3879400004","6560973","73,041,846,272","JPY","Analyze"
"JT:7906","YONEX Co., Ltd","7906","02/22/1994","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3960000002","6993784","72,853,078,016","JPY","Analyze"
"JT:5451","Yodogawa Steel Works, Ltd","5451","01/05/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3959400007","6986364","72,656,371,712","JPY","Analyze"
"JT:4633","Sakata INX Corporation","4633","12/15/1988","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3314800008","6769833","72,614,199,296","JPY","Analyze"
"JT:7287","Nippon Seiki Co., Ltd","7287","02/16/1989","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3720600000","6642536","72,547,753,984","JPY","Analyze"
"JT:5702","Daiki Aluminium Industry Co Ltd","5702","12/08/2005","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3480600000","","72,499,118,080","JPY","Analyze"
"JT:9422","Conexio Corporation","9422","03/10/2006","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3104870005","B0YHYY8","72,385,757,184","JPY","Analyze"
"JT:2475","WDB Holdings Co., Ltd","2475","03/18/2008","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3505940001","B0YZFQ1","72,048,082,944","JPY","Analyze"
"JT:5805","SWCC Showa Holdings Co., Ltd","5805","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3368400002","6805481","72,011,792,384","JPY","Analyze"
"JT:6315","TOWA Corporation","6315","11/29/2000","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3555700008","","71,900,872,704","JPY","Analyze"
"JT:8920","Tosho Co., Ltd","8920","03/15/2013","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3594400008","6727671","71,870,087,168","JPY","Analyze"
"JT:8022","Mizuno Corporation","8022","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3905200006","6597960","71,783,694,336","JPY","Analyze"
"JT:9842","Arcland Sakamoto Co.,Ltd","9842","09/21/1989","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3100100001","6048004","71,665,459,200","JPY","Analyze"
"JT:8173","Joshin Denki Co., Ltd","8173","12/18/1985","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3393000009","6479604","71,467,409,408","JPY","Analyze"
"JT:7226","Kyokuto Kaihatsu Kogyo Co., Ltd","7226","11/16/1992","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3256900006","6499088","71,446,740,992","JPY","Analyze"
"JT:9308","Inui Global Logistics Co Ltd","9308","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3146800002","","71,343,734,784","JPY","Analyze"
"JT:1946","Toenec Corporation","1946","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3552230009","6895620","71,022,002,176","JPY","Analyze"
"JT:3290","One REIT, Inc","3290","10/09/2013","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3047640002","BDGTL31","70,868,819,968","JPY","Analyze"
"JT:6278","Union Tool Co","6278","06/22/1989","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3950600001","6914053","70,832,013,312","JPY","Analyze"
"JT:6118","Aida Engineering, Ltd","6118","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3102400003","6010326","70,798,508,032","JPY","Analyze"
"JT:8397","The Bank of Okinawa, Ltd","8397","10/01/1987","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3194600007","6657983","70,156,500,992","JPY","Analyze"
"JT:8074","Yuasa Trading Co., Ltd","8074","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3945200008","6988520","70,119,555,072","JPY","Analyze"
"JT:9887","Matsuya Foods Holdings Co., Ltd","9887","10/12/1990","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3869800007","6572989","70,031,171,584","JPY","Analyze"
"JT:6652","IDEC Corporation","6652","03/17/1989","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3138800002","6456737","69,914,845,184","JPY","Analyze"
"JT:7958","Tenma Corporation","7958","08/03/1988","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3547800007","6884231","69,914,591,232","JPY","Analyze"
"JT:6376","Nikkiso Co., Ltd","6376","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3668000007","6639947","69,609,488,384","JPY","Analyze"
"JT:2692","ITOCHU-SHOKUHIN Co., Ltd","2692","03/13/2001","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3143700007","6327855","69,398,986,752","JPY","Analyze"
"JT:6104","Shibaura Machine Co., Ltd","6104","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3592600005","6897262","69,080,850,432","JPY","Analyze"
"JT:7421","Kappa-Create Co., Ltd","7421","12/16/1994","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3212400000","6480327","68,966,834,176","JPY","Analyze"
"JT:3479","TKP Corporation","3479","03/27/2017","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3538710009","BDZWWH2","68,930,830,336","JPY","Analyze"
"JT:9302","MITSUI-SOKO HOLDINGS Co., Ltd","9302","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3891200002","6597647","68,796,825,600","JPY","Analyze"
"JT:3478","MORI TRUST Hotel Reit, Inc","3478","02/07/2017","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3048380004","BDFT842","68,750,000,128","JPY","Analyze"
"JT:7739","Canon Electronics Inc","7739","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3243200007","6172390","68,423,917,568","JPY","Analyze"
"JT:3926","OpenDoor Inc","3926","12/17/2015","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3173560008","BYM5YY2","68,384,989,184","JPY","Analyze"
"JT:6379","Shinko Plantech Co., Ltd","6379","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3331600001","6774989","68,251,176,960","JPY","Analyze"
"JT:4046","Osaka Soda Co., Ltd","4046","01/05/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3485900009","6661780","68,186,865,664","JPY","Analyze"
"JT:6459","Daiwa Industries Ltd","6459","08/29/1991","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3505800007","6251772","68,027,371,520","JPY","Analyze"
"JT:6999","KOA Corporation","6999","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3283400004","6495860","67,922,546,688","JPY","Analyze"
"JT:8367","The Nanto Bank, Ltd","8367","12/01/1987","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3653400006","6621524","67,879,514,112","JPY","Analyze"
"JT:8182","Inageya Co., Ltd","8182","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3145200006","6461645","67,872,505,856","JPY","Analyze"
"JT:5331","Noritake Co., Limited","5331","02/22/2018","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3763000001","6641522","67,843,559,424","JPY","Analyze"
"JT:2930","Kitanotatsujin Corporation","2930","11/21/2014","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3240100002","B7TYN35","67,815,899,136","JPY","Analyze"
"JT:4839","Wowow Inc","4839","04/20/2001","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3990770004","6338631","67,622,039,552","JPY","Analyze"
"JT:6490","Nippon Pillar Packing Co. Ltd.","6490","01/09/2001","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3747800005","6641135","67,237,023,744","JPY","Analyze"
"JT:4956","Konishi Co., Ltd","4956","09/01/1997","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3300800004","6485861","67,222,994,944","JPY","Analyze"
"JT:6877","Obara Group Incorporated","6877","08/28/2006","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3197650009","6117733","67,212,288,000","JPY","Analyze"
"JT:1822","Daiho Corporation","1822","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3498600000","6250360","67,166,986,240","JPY","Analyze"
"JT:7593","Vt Holdings Co.,Ltd","7593","06/20/2000","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3854700006","6127334","67,136,028,672","JPY","Analyze"
"JT:5970","G-Tekt Corporation","5970","04/30/1996","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3236750000","6487072","67,058,376,704","JPY","Analyze"
"JT:9873","KFC Holdings Japan, Ltd","9873","08/21/1990","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3702200001","6490166","66,914,201,600","JPY","Analyze"
"JT:5310","Toyo Tanso Co., Ltd","5310","03/29/2006","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3616000000","B0ZV9X3","66,588,323,840","JPY","Analyze"
"JT:2109","Mitsui Sugar Co., Ltd","2109","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3890400009","6597562","66,436,300,800","JPY","Analyze"
"JT:4215","C.I. Takiron Corporation","4215","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3462200001","6870887","66,402,930,688","JPY","Analyze"
"JT:2742","Halows Co.,Ltd","2742","09/04/2002","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3773750009","6539702","66,396,323,840","JPY","Analyze"
"JT:7279","Hi-Lex Corporation","7279","01/05/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3699600007","6643476","66,357,350,400","JPY","Analyze"
"JT:9416","Vision Inc","9416","12/21/2015","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3800330007","BYZ0SJ7","66,174,939,136","JPY","Analyze"
"JT:6810","Maxell Holdings, Ltd","6810","03/18/2014","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3791800000","6429386","65,929,248,768","JPY","Analyze"
"JT:1865","Asunaro Aoki Construction Co., Ltd","1865","01/10/1984","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3303400000","6496603","65,887,096,832","JPY","Analyze"
"JT:9037","Hamakyorex Co., Ltd","9037","09/19/1997","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3771150004","6051444","65,849,487,360","JPY","Analyze"
"JT:3993","PKSHA Technology Inc","3993","09/22/2017","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3780050005","BF1CV17","65,831,604,224","JPY","Analyze"
"JT:7611","Hiday Hidaka Corp","7611","04/28/2005","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3765180009","6173854","65,822,806,016","JPY","Analyze"
"JT:7718","Star Micronics Co., Ltd","7718","11/20/1990","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3399000003","6841526","65,756,475,392","JPY","Analyze"
"JT:2398","Tsukui Corporation","2398","03/23/2011","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3532800004","B00CSV2","65,662,115,840","JPY","Analyze"
"JT:8979","Starts Proceed Investment Corporation","8979","07/28/2010","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3046340000","B0NNX17","65,347,575,808","JPY","Analyze"
"JT:4592","SanBio Company Limited","4592","04/08/2015","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3336750009","BWDNFN7","65,199,706,112","JPY","Analyze"
"JT:8841","TOC Co., Ltd","8841","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3538400007","6893497","65,087,741,952","JPY","Analyze"
"JT:7806","Mtg Ltd","7806","07/10/2018","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3167430002","BG1VQG1","64,942,977,024","JPY","Analyze"
"JT:1868","Mitsui Home Co., Ltd","1868","02/04/1993","Global Equity","Common stocks","Developed markets ex-US","Unknown","","","64,747,450,368","JPY","Analyze"
"JT:4541","Nichi-Iko Pharmaceutical Co., Ltd","4541","12/01/2010","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3687200000","6639903","64,655,384,576","JPY","Analyze"
"JT:4326","INTAGE HOLDINGS Inc","4326","01/22/2008","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3152790006","6418146","64,603,979,776","JPY","Analyze"
"JT:3964","Aucnet Inc","3964","10/03/2017","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3172060000","","64,509,243,392","JPY","Analyze"
"JT:4047","Kanto Denka Kogyo Co., Ltd","4047","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3232600001","6483627","64,456,208,384","JPY","Analyze"
"JT:3708","Tokushu Tokai Paper Co., Ltd","3708","04/02/2007","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3624900001","B1TK212","64,420,265,984","JPY","Analyze"
"JT:8336","The Musashino Bank, Ltd","8336","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3912800004","6611440","64,392,617,984","JPY","Analyze"
"JT:4548","Seikagaku Corporation","4548","11/06/1989","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3414000004","6763943","64,386,174,976","JPY","Analyze"
"JT:4526","Riken Vitamin Co., Ltd","4526","01/05/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3972600005","6739944","64,343,986,176","JPY","Analyze"
"JT:3983","Oro Ltd","3983","03/24/2017","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3201900002","BF0SCH9","64,263,340,032","JPY","Analyze"
"JT:6284","Nissei Asb Machine Co., Ltd","6284","09/26/2012","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3678200001","6644974","64,164,474,880","JPY","Analyze"
"JT:4362","Nippon Fine Chemical Ltd","4362","11/11/1997","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3720000003","6641298","64,116,359,168","JPY","Analyze"
"JT:7224","ShinMaywa Industries, Ltd","7224","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3384600007","6804488","64,100,691,968","JPY","Analyze"
"JT:7905","Daiken Corporation","7905","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3482600008","6250401","63,966,027,776","JPY","Analyze"
"JT:6464","Tsubaki Nakashima Co., Ltd","6464","12/16/2015","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3534410000","B7T6PP7","63,892,299,776","JPY","Analyze"
"JT:7483","Doshisha Co.,Ltd","7483","08/18/2000","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3638000004","6235992","63,851,196,416","JPY","Analyze"
"JT:2211","Fujiya Co., Ltd","2211","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3821200007","6356967","63,820,632,064","JPY","Analyze"
"JT:6486","Eagle Industry Co.,Ltd","6486","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3130400009","6296706","63,808,679,936","JPY","Analyze"
"JT:3902","Medical Data Vision Co., Ltd","3902","12/16/2014","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3921250001","BSN5BR1","63,420,424,192","JPY","Analyze"
"JT:4298","Proto Corporation","4298","09/13/2001","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3833740008","6384485","63,371,059,200","JPY","Analyze"
"JT:8160","Kisoji Co., Ltd","8160","09/19/2000","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3237000009","6497491","63,193,186,304","JPY","Analyze"
"JT:5440","Kyoei Steel Ltd","5440","12/19/2006","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3247400009","B1HHF49","63,189,385,216","JPY","Analyze"
"JT:6741","NIPPON SIGNAL LTD","6741","01/01/2001","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3716000009","6642525","63,183,544,320","JPY","Analyze"
"JT:4726","SoftBank Technology Corp","4726","12/21/2004","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3436150001","6163996","63,139,438,592","JPY","Analyze"
"JT:4714","Riso Kyoiku Co., Ltd","4714","12/16/1998","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3974300000","6187491","63,116,578,816","JPY","Analyze"
"JT:9119","Iino Kaiun Kaisha, Ltd","9119","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3131200002","6457008","62,848,765,952","JPY","Analyze"
"JT:1379","Hokuto Corporation","1379","11/22/1994","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3843250006","6432715","62,783,447,040","JPY","Analyze"
"JT:7860","Avex Inc","7860","10/01/1998","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3160950006","6129073","62,621,143,040","JPY","Analyze"
"JT:2174","GCA Corporation","2174","03/03/2008","Global Equity","Common stocks","Developed markets ex-US","Unknown","JP3386390003","B2PG341","62,519,853,056","JPY","Analyze"
"JT:6768","Tamura Corporation","6768","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3471000004","6871040","62,415,384,576","JPY","Analyze"
"JT:7148","Financial Products Group Co., Ltd","7148","10/03/2011","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3166990006","B54LCZ2","62,393,335,808","JPY","Analyze"
"JT:2613","J-Oil Mills, Inc","2613","04/01/2002","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3840000008","6512747","62,268,747,776","JPY","Analyze"
"JT:7244","Ichikoh Industries, Ltd","7244","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3141600001","6456447","62,194,425,856","JPY","Analyze"
"JT:7600","Japan Medical Dynamic Marketing In","7600","12/15/1998","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3689100000","6136705","62,160,470,016","JPY","Analyze"
"JT:8237","Matsuya Co., Ltd","8237","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3869200000","6572741","61,744,369,664","JPY","Analyze"
"JT:5192","Mitsuboshi Belting Ltd","5192","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3904000001","6596989","61,701,820,416","JPY","Analyze"
"JT:9413","TV TOKYO Holdings Corporation","9413","10/01/2010","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3547060008","B63KM13","61,686,927,360","JPY","Analyze"
"JT:6800","Yokowo Ltd","6800","01/05/1984","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3954200006","6986728","61,588,983,808","JPY","Analyze"
"JT:3950","The Pack Corporation","3950","09/11/2001","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3345900009","6887821","61,150,052,352","JPY","Analyze"
"JT:8363","The Hokkoku Bank, Ltd","8363","01/09/1984","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3851400006","6432362","61,102,141,440","JPY","Analyze"
"JT:4914","Takasago International Corporation","4914","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3454400007","6870360","61,006,381,056","JPY","Analyze"
"JT:8739","SPARX Group Co., Ltd","8739","12/05/2001","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3399900004","6419224","60,820,357,120","JPY","Analyze"
"JT:4025","Taki Chemical Ltd","4025","01/05/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3461000006","6871277","60,662,927,360","JPY","Analyze"
"JT:8544","The Keiyo Bank, Ltd","8544","01/05/1984","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3281600001","6190648","60,598,042,624","JPY","Analyze"
"JT:6345","Aichi Corporation","6345","04/30/1987","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3103200006","6010092","60,582,105,088","JPY","Analyze"
"JT:6277","Hosokawa Micron Corporation","6277","08/13/1991","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3846000002","6439879","60,531,376,128","JPY","Analyze"
"JT:2752","Fujio Food System Ltd","2752","12/18/2002","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3807770007","6566067","60,510,310,400","JPY","Analyze"
"JT:1952","Shin Nippon Air Technologies Co. Ltd","1952","12/19/1990","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3380250005","6805920","60,468,719,616","JPY","Analyze"
"JT:4820","Em Systems Co Ltd","4820","12/15/2000","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3130200003","6309455","60,451,553,280","JPY","Analyze"
"JT:2208","Bourbon Corporation","2208","07/22/1985","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3831400001","6494210","60,445,388,800","JPY","Analyze"
"JT:3034","Qol Holdings Co., Ltd","3034","12/20/2011","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3266160005","B11V893","60,445,257,728","JPY","Analyze"
"JT:9919","Kansai Super Market Ltd","9919","03/21/2008","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3227900002","6484868","60,428,038,144","JPY","Analyze"
"JT:9474","Zenrin Co., Ltd","9474","09/13/1996","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3430400006","6991120","60,364,181,504","JPY","Analyze"
"JT:4719","Alpha Systems Inc","4719","04/14/1999","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3126330004","6149985","60,089,487,360","JPY","Analyze"
"JT:3539","Japan Meat Co.,Ltd","3539","04/21/2016","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3389690003","BYM6DQ0","60,061,827,072","JPY","Analyze"
"JT:7913","Tosho Printing Company, Limited","7913","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3626200004","6897369","59,979,661,312","JPY","Analyze"
"JT:7740","Tamron Co.,Ltd","7740","11/13/2006","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3471800007","6871028","59,934,576,640","JPY","Analyze"
"JT:6871","Micronics Japan Co.,Ltd","6871","04/16/1997","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3750400008","6567305","59,792,330,752","JPY","Analyze"
"JT:6458","Sinko Industries Ltd","6458","08/05/1985","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3372800007","6805179","59,787,513,856","JPY","Analyze"
"JT:8200","Ringer Hut Co.,Ltd","8200","07/07/1998","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3977000003","6740634","59,722,579,968","JPY","Analyze"
"JT:2805","S&B Foods Inc","2805","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3163600004","6764504","59,690,938,368","JPY","Analyze"
"JT:1980","Dai-Dan Co., Ltd","1980","08/11/1993","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3486000007","6661735","59,633,180,672","JPY","Analyze"
"JT:8871","GOLDCREST Co., Ltd","8871","07/22/1998","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3306800008","6123343","59,409,092,608","JPY","Analyze"
"JT:7613","SIIX Corporation","7613","11/21/2000","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3346700002","6174556","59,217,154,048","JPY","Analyze"
"JT:3156","UKC Holdings Corporation","3156","10/01/2009","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3944360001","B3ZGHJ1","59,144,740,864","JPY","Analyze"
"JT:8167","Retail Partners Co., Ltd","8167","05/30/2018","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3873200004","6569787","58,739,167,232","JPY","Analyze"
"JT:9661","Kabuki-Za Co., Ltd","9661","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3218600009","6480703","58,456,522,752","JPY","Analyze"
"JT:2908","Fujicco Co., Ltd","2908","12/27/1996","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3818700001","6355113","58,415,173,632","JPY","Analyze"
"JT:6914","OPTEX Group Co., Ltd","6914","07/23/1991","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3197700002","6660914","58,330,918,912","JPY","Analyze"
"JT:3302","Teikoku Sen-i Co., Ltd","3302","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3540800004","6880983","58,193,080,320","JPY","Analyze"
"JT:3914","JIG-SAW INC","3914","04/30/2015","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3386560001","BVGGXP4","58,096,488,448","JPY","Analyze"
"JT:4293","Septeni Holdings Co., Ltd","4293","08/10/2001","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3423300007","6377429","57,915,473,920","JPY","Analyze"
"JT:8125","Wakita & Co.,LTD","8125","01/05/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3992000004","6933735","57,646,850,048","JPY","Analyze"
"JT:1515","Nittetsu Mining Co., Ltd","1515","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3680800004","6641027","56,983,916,544","JPY","Analyze"
"JT:8934","Sun Frontier Fudousan Co., Ltd","8934","02/26/2007","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3336950005","B03BJB3","56,977,711,104","JPY","Analyze"
"JT:8057","Uchida Yoko Co., Ltd","8057","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3157200001","6910965","56,669,163,520","JPY","Analyze"
"JT:5988","PIOLAX, Inc","5988","04/20/1995","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3780400002","6485968","56,561,328,128","JPY","Analyze"
"JT:7606","United Arrows Ltd","7606","07/30/1999","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3949400000","6166597","56,469,381,120","JPY","Analyze"
"JT:8214","AOKI Holdings Inc","8214","03/02/1988","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3105400000","6045759","56,439,582,720","JPY","Analyze"
"JT:6250","YAMABIKO CORP","6250","01/01/2001","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3943000004","B3FD1T0","56,314,277,888","JPY","Analyze"
"JT:6282","Oiles Corporation","6282","03/14/1994","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3174200000","6657530","56,278,192,128","JPY","Analyze"
"JT:8168","Keiyo Co., Ltd","8168","12/24/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3277400002","6487458","56,082,268,160","JPY","Analyze"
"JT:3788","Gmo Cloud Kk","3788","12/16/2005","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3386040004","B0Q3FT6","56,041,881,600","JPY","Analyze"
"JT:8140","Ryosan Company, Limited","8140","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3975400007","6763200","55,900,639,232","JPY","Analyze"
"JT:6332","Tsukishima Kikai Co., Ltd","6332","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3532200007","6906823","55,762,718,720","JPY","Analyze"
"JT:4028","Ishihara Sangyo Kaisha, Ltd","4028","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3136800004","6466866","55,699,918,848","JPY","Analyze"
"JT:5482","Aichi Steel Corporation","5482","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3103600007","6010207","55,677,005,824","JPY","Analyze"
"JT:1968","Taihei Dengyo Kaisha, Ltd","1968","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3447200001","6869948","55,551,905,792","JPY","Analyze"
"JT:8346","The Toho Bank, Ltd","8346","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3601000007","6893806","55,452,536,832","JPY","Analyze"
"JT:9260","Nishimoto Co Ltd","9260","09/29/2017","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3659350007","","55,402,582,016","JPY","Analyze"
